Date : 2025-09-09 17:37:34
Directory : c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me
Total : 360 files,  94533 codes, 804 comments, 5093 blanks, all 100430 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| packages\core\app\(auth)                                                                                                        |          6 |        476 |          4 |         26 |        506 |
| packages\core\app\(auth)\forget-password                                                                                        |          1 |        120 |          1 |          7 |        128 |
| packages\core\app\(auth)\reset-password                                                                                         |          1 |         93 |          0 |          3 |         96 |
| packages\core\app\(auth)\sign-in                                                                                                |          2 |         69 |          1 |          5 |         75 |
| packages\core\app\(auth)\two-factor                                                                                             |          2 |        194 |          2 |         11 |        207 |
| packages\core\app\(auth)\two-factor (Files)                                                                                     |          1 |         93 |          0 |          5 |         98 |
| packages\core\app\(auth)\two-factor\otp                                                                                         |          1 |        101 |          2 |          6 |        109 |
| packages\core\app\accept-invitation                                                                                             |          2 |        215 |          0 |         12 |        227 |
| packages\core\app\accept-invitation\[id]                                                                                        |          2 |        215 |          0 |         12 |        227 |
| packages\core\app\api                                                                                                           |         65 |      4,067 |         89 |        462 |      4,618 |
| packages\core\app\api (Files)                                                                                                   |          2 |         13 |          1 |          5 |         19 |
| packages\core\app\api-docs                                                                                                      |          1 |        312 |          6 |         15 |        333 |
| packages\core\app\api\admin                                                                                                     |          9 |        573 |         12 |         77 |        662 |
| packages\core\app\api\admin\rbac                                                                                                |          8 |        526 |         11 |         70 |        607 |
| packages\core\app\api\admin\rbac\members                                                                                        |          1 |         19 |          1 |          4 |         24 |
| packages\core\app\api\admin\rbac\overrides                                                                                      |          1 |         67 |          0 |         12 |         79 |
| packages\core\app\api\admin\rbac\permissions                                                                                    |          1 |         11 |          1 |          2 |         14 |
| packages\core\app\api\admin\rbac\roles                                                                                          |          4 |        213 |          4 |         41 |        258 |
| packages\core\app\api\admin\rbac\roles (Files)                                                                                  |          1 |         34 |          0 |          7 |         41 |
| packages\core\app\api\admin\rbac\roles\[roleId]                                                                                 |          3 |        179 |          4 |         34 |        217 |
| packages\core\app\api\admin\rbac\roles\[roleId] (Files)                                                                         |          1 |         54 |          1 |         10 |         65 |
| packages\core\app\api\admin\rbac\roles\[roleId]\members                                                                         |          1 |         61 |          1 |         12 |         74 |
| packages\core\app\api\admin\rbac\roles\[roleId]\permissions                                                                     |          1 |         64 |          2 |         12 |         78 |
| packages\core\app\api\admin\rbac\seed-org                                                                                       |          1 |        216 |          5 |         11 |        232 |
| packages\core\app\api\admin\users                                                                                               |          1 |         47 |          1 |          7 |         55 |
| packages\core\app\api\admin\users\[id]                                                                                          |          1 |         47 |          1 |          7 |         55 |
| packages\core\app\api\auth                                                                                                      |          2 |         16 |          0 |          4 |         20 |
| packages\core\app\api\auth\[...all]                                                                                             |          1 |          3 |          0 |          2 |          5 |
| packages\core\app\api\auth\can                                                                                                  |          1 |         13 |          0 |          2 |         15 |
| packages\core\app\api\creator                                                                                                   |         25 |      1,612 |         21 |        162 |      1,795 |
| packages\core\app\api\creator\apikeys                                                                                           |          1 |        306 |          9 |         13 |        328 |
| packages\core\app\api\creator\blog                                                                                              |          1 |        246 |          0 |          6 |        252 |
| packages\core\app\api\creator\configs                                                                                           |          1 |         40 |          1 |          7 |         48 |
| packages\core\app\api\creator\entitlements                                                                                      |          1 |         25 |          1 |          7 |         33 |
| packages\core\app\api\creator\instances                                                                                         |          3 |        177 |          1 |         24 |        202 |
| packages\core\app\api\creator\instances (Files)                                                                                 |          1 |        108 |          1 |         11 |        120 |
| packages\core\app\api\creator\instances\[id]                                                                                    |          2 |         69 |          0 |         13 |         82 |
| packages\core\app\api\creator\instances\[id]\token                                                                              |          2 |         69 |          0 |         13 |         82 |
| packages\core\app\api\creator\instances\[id]\token\revoke                                                                       |          1 |         32 |          0 |          6 |         38 |
| packages\core\app\api\creator\instances\[id]\token\rotate                                                                       |          1 |         37 |          0 |          7 |         44 |
| packages\core\app\api\creator\integrations                                                                                      |          6 |        239 |          0 |         23 |        262 |
| packages\core\app\api\creator\integrations\discord                                                                              |          6 |        239 |          0 |         23 |        262 |
| packages\core\app\api\creator\integrations\discord\channels                                                                     |          2 |         82 |          0 |          6 |         88 |
| packages\core\app\api\creator\integrations\discord\channels (Files)                                                             |          1 |         44 |          0 |          3 |         47 |
| packages\core\app\api\creator\integrations\discord\channels\[id]                                                                |          1 |         38 |          0 |          3 |         41 |
| packages\core\app\api\creator\integrations\discord\presets                                                                      |          2 |         82 |          0 |          6 |         88 |
| packages\core\app\api\creator\integrations\discord\presets (Files)                                                              |          1 |         44 |          0 |          3 |         47 |
| packages\core\app\api\creator\integrations\discord\presets\[id]                                                                 |          1 |         38 |          0 |          3 |         41 |
| packages\core\app\api\creator\integrations\discord\send                                                                         |          1 |         35 |          0 |          6 |         41 |
| packages\core\app\api\creator\integrations\discord\send-multi                                                                   |          1 |         40 |          0 |          5 |         45 |
| packages\core\app\api\creator\master-objects                                                                                    |          3 |        184 |          0 |         24 |        208 |
| packages\core\app\api\creator\master-objects (Files)                                                                            |          1 |         49 |          0 |          8 |         57 |
| packages\core\app\api\creator\master-objects\[id]                                                                               |          2 |        135 |          0 |         16 |        151 |
| packages\core\app\api\creator\master-objects\[id] (Files)                                                                       |          1 |         97 |          0 |          9 |        106 |
| packages\core\app\api\creator\master-objects\[id]\versions                                                                      |          1 |         38 |          0 |          7 |         45 |
| packages\core\app\api\creator\webhooks                                                                                          |          9 |        395 |          9 |         58 |        462 |
| packages\core\app\api\creator\webhooks (Files)                                                                                  |          1 |         38 |          0 |          8 |         46 |
| packages\core\app\api\creator\webhooks\[id]                                                                                     |          5 |        279 |          7 |         35 |        321 |
| packages\core\app\api\creator\webhooks\[id] (Files)                                                                             |          1 |         44 |          0 |          7 |         51 |
| packages\core\app\api\creator\webhooks\[id]\deliveries                                                                          |          1 |         86 |          3 |         12 |        101 |
| packages\core\app\api\creator\webhooks\[id]\destinations                                                                        |          2 |        117 |          3 |          9 |        129 |
| packages\core\app\api\creator\webhooks\[id]\destinations (Files)                                                                |          1 |         52 |          2 |          6 |         60 |
| packages\core\app\api\creator\webhooks\[id]\destinations\[destId]                                                               |          1 |         65 |          1 |          3 |         69 |
| packages\core\app\api\creator\webhooks\[id]\test                                                                                |          1 |         32 |          1 |          7 |         40 |
| packages\core\app\api\creator\webhooks\deliveries                                                                               |          1 |         50 |          2 |          8 |         60 |
| packages\core\app\api\creator\webhooks\deliveries\[deliveryId]                                                                  |          1 |         50 |          2 |          8 |         60 |
| packages\core\app\api\creator\webhooks\deliveries\[deliveryId]\retry                                                            |          1 |         50 |          2 |          8 |         60 |
| packages\core\app\api\creator\webhooks\events                                                                                   |          1 |         10 |          0 |          3 |         13 |
| packages\core\app\api\creator\webhooks\test                                                                                     |          1 |         18 |          0 |          4 |         22 |
| packages\core\app\api\docs                                                                                                      |          1 |        272 |          2 |         13 |        287 |
| packages\core\app\api\protected                                                                                                 |          1 |         43 |          3 |          7 |         53 |
| packages\core\app\api\public                                                                                                    |          5 |        340 |         15 |         41 |        396 |
| packages\core\app\api\public\blog                                                                                               |          1 |        132 |         10 |         18 |        160 |
| packages\core\app\api\public\blog\[postId]                                                                                      |          1 |        132 |         10 |         18 |        160 |
| packages\core\app\api\public\blog\[postId]\rating                                                                               |          1 |        132 |         10 |         18 |        160 |
| packages\core\app\api\public\marketplace                                                                                        |          3 |        168 |          5 |         20 |        193 |
| packages\core\app\api\public\marketplace\categories                                                                             |          1 |         17 |          0 |          3 |         20 |
| packages\core\app\api\public\marketplace\items                                                                                  |          1 |         82 |          4 |          9 |         95 |
| packages\core\app\api\public\marketplace\requests                                                                               |          1 |         69 |          1 |          8 |         78 |
| packages\core\app\api\public\webhooks                                                                                           |          1 |         40 |          0 |          3 |         43 |
| packages\core\app\api\public\webhooks\events                                                                                    |          1 |         40 |          0 |          3 |         43 |
| packages\core\app\api\sl                                                                                                        |          6 |        361 |         12 |         64 |        437 |
| packages\core\app\api\sl\entitlements                                                                                           |          1 |         65 |          2 |          8 |         75 |
| packages\core\app\api\sl\instances                                                                                              |          4 |        220 |          6 |         44 |        270 |
| packages\core\app\api\sl\instances\[id]                                                                                         |          4 |        220 |          6 |         44 |        270 |
| packages\core\app\api\sl\instances\[id] (Files)                                                                                 |          1 |         29 |          0 |          5 |         34 |
| packages\core\app\api\sl\instances\[id]\config                                                                                  |          1 |        102 |          4 |         21 |        127 |
| packages\core\app\api\sl\instances\[id]\snapshots                                                                               |          1 |         64 |          2 |         12 |         78 |
| packages\core\app\api\sl\instances\[id]\snapshots\[snapshotId]                                                                  |          1 |         64 |          2 |         12 |         78 |
| packages\core\app\api\sl\instances\[id]\snapshots\[snapshotId]\restore                                                          |          1 |         64 |          2 |         12 |         78 |
| packages\core\app\api\sl\instances\[id]\token                                                                                   |          1 |         25 |          0 |          6 |         31 |
| packages\core\app\api\sl\instances\[id]\token\rotate                                                                            |          1 |         25 |          0 |          6 |         31 |
| packages\core\app\api\sl\register                                                                                               |          1 |         76 |          4 |         12 |         92 |
| packages\core\app\api\tools                                                                                                     |          8 |        664 |         23 |         73 |        760 |
| packages\core\app\api\tools\marketplace                                                                                         |          8 |        664 |         23 |         73 |        760 |
| packages\core\app\api\tools\marketplace\admin                                                                                   |          1 |         16 |          0 |          3 |         19 |
| packages\core\app\api\tools\marketplace\categories                                                                              |          2 |        103 |          3 |          8 |        114 |
| packages\core\app\api\tools\marketplace\categories (Files)                                                                      |          1 |         61 |          1 |          4 |         66 |
| packages\core\app\api\tools\marketplace\categories\[id]                                                                         |          1 |         42 |          2 |          4 |         48 |
| packages\core\app\api\tools\marketplace\items                                                                                   |          4 |        444 |         19 |         45 |        508 |
| packages\core\app\api\tools\marketplace\items (Files)                                                                           |          1 |        323 |         12 |         26 |        361 |
| packages\core\app\api\tools\marketplace\items\[id]                                                                              |          1 |         67 |          3 |         10 |         80 |
| packages\core\app\api\tools\marketplace\items\[id]\categories                                                                   |          1 |         67 |          3 |         10 |         80 |
| packages\core\app\api\tools\marketplace\items\categories                                                                        |          2 |         54 |          4 |          9 |         67 |
| packages\core\app\api\tools\marketplace\items\categories (Files)                                                                |          1 |         24 |          1 |          4 |         29 |
| packages\core\app\api\tools\marketplace\items\categories\batch                                                                  |          1 |         30 |          3 |          5 |         38 |
| packages\core\app\api\tools\marketplace\requests                                                                                |          1 |        101 |          1 |         17 |        119 |
| packages\core\app\api\v1                                                                                                        |          6 |        173 |          0 |         16 |        189 |
| packages\core\app\api\v1\get                                                                                                    |          1 |         18 |          0 |          2 |         20 |
| packages\core\app\api\v1\sync                                                                                                   |          1 |         19 |          0 |          2 |         21 |
| packages\core\app\api\v1\update                                                                                                 |          4 |        136 |          0 |         12 |        148 |
| packages\core\app\api\v1\update\fertility                                                                                       |          1 |         34 |          0 |          3 |         37 |
| packages\core\app\api\v1\update\partner                                                                                         |          1 |         34 |          0 |          3 |         37 |
| packages\core\app\api\v1\update\pregnancy                                                                                       |          1 |         34 |          0 |          3 |         37 |
| packages\core\app\api\v1\update\settings                                                                                        |          1 |         34 |          0 |          3 |         37 |
| packages\core\app\apps                                                                                                          |          1 |        107 |          0 |          7 |        114 |
| packages\core\app\apps\register                                                                                                 |          1 |        107 |          0 |          7 |        114 |
| packages\core\app\blog                                                                                                          |          4 |      1,231 |         23 |         61 |      1,315 |
| packages\core\app\blog (Files)                                                                                                  |          1 |        590 |         18 |         29 |        637 |
| packages\core\app\blog\[slug]                                                                                                   |          1 |        235 |          0 |          2 |        237 |
| packages\core\app\blog\public                                                                                                   |          1 |        337 |          4 |         22 |        363 |
| packages\core\app\blog\rss                                                                                                      |          1 |         69 |          1 |          8 |         78 |
| packages\core\app\dashboard                                                                                                     |         54 |     12,828 |        237 |        651 |     13,716 |
| packages\core\app\dashboard (Files)                                                                                             |          2 |        476 |         14 |         31 |        521 |
| packages\core\app\dashboard\admin                                                                                               |          7 |      1,452 |         14 |         68 |      1,534 |
| packages\core\app\dashboard\admin (Files)                                                                                       |          2 |      1,148 |         14 |         38 |      1,200 |
| packages\core\app\dashboard\admin\permissions                                                                                   |          5 |        304 |          0 |         30 |        334 |
| packages\core\app\dashboard\admin\permissions (Files)                                                                           |          2 |         97 |          0 |         10 |        107 |
| packages\core\app\dashboard\admin\permissions\overrides                                                                         |          1 |         47 |          0 |          4 |         51 |
| packages\core\app\dashboard\admin\permissions\roles                                                                             |          2 |        160 |          0 |         16 |        176 |
| packages\core\app\dashboard\admin\permissions\roles (Files)                                                                     |          1 |         57 |          0 |          6 |         63 |
| packages\core\app\dashboard\admin\permissions\roles\[roleId]                                                                    |          1 |        103 |          0 |         10 |        113 |
| packages\core\app\dashboard\apikeys                                                                                             |          4 |        638 |         11 |         40 |        689 |
| packages\core\app\dashboard\apikeys (Files)                                                                                     |          3 |        216 |          8 |         17 |        241 |
| packages\core\app\dashboard\apikeys\components                                                                                  |          1 |        422 |          3 |         23 |        448 |
| packages\core\app\dashboard\blog                                                                                                |          6 |      1,241 |         10 |         79 |      1,330 |
| packages\core\app\dashboard\blog (Files)                                                                                        |          1 |        164 |          0 |          7 |        171 |
| packages\core\app\dashboard\blog\categories                                                                                     |          1 |        303 |          1 |         22 |        326 |
| packages\core\app\dashboard\blog\edit                                                                                           |          1 |        143 |          0 |         10 |        153 |
| packages\core\app\dashboard\blog\edit\[id]                                                                                      |          1 |        143 |          0 |         10 |        153 |
| packages\core\app\dashboard\blog\manage                                                                                         |          1 |        276 |          5 |         15 |        296 |
| packages\core\app\dashboard\blog\new                                                                                            |          1 |        112 |          0 |          8 |        120 |
| packages\core\app\dashboard\blog\settings                                                                                       |          1 |        243 |          4 |         17 |        264 |
| packages\core\app\dashboard\configs                                                                                             |          2 |         70 |          0 |          8 |         78 |
| packages\core\app\dashboard\configs (Files)                                                                                     |          1 |         34 |          0 |          4 |         38 |
| packages\core\app\dashboard\configs\components                                                                                  |          1 |         36 |          0 |          4 |         40 |
| packages\core\app\dashboard\entitlements                                                                                        |          2 |         73 |          0 |          8 |         81 |
| packages\core\app\dashboard\entitlements (Files)                                                                                |          1 |         34 |          0 |          4 |         38 |
| packages\core\app\dashboard\entitlements\components                                                                             |          1 |         39 |          0 |          4 |         43 |
| packages\core\app\dashboard\instances                                                                                           |          2 |         85 |          0 |          9 |         94 |
| packages\core\app\dashboard\instances (Files)                                                                                   |          1 |         33 |          0 |          4 |         37 |
| packages\core\app\dashboard\instances\components                                                                                |          1 |         52 |          0 |          5 |         57 |
| packages\core\app\dashboard\objects                                                                                             |          4 |        699 |         17 |         45 |        761 |
| packages\core\app\dashboard\objects (Files)                                                                                     |          1 |         38 |          1 |          4 |         43 |
| packages\core\app\dashboard\objects\[id]                                                                                        |          1 |        574 |         15 |         33 |        622 |
| packages\core\app\dashboard\objects\components                                                                                  |          1 |         40 |          0 |          4 |         44 |
| packages\core\app\dashboard\objects\new                                                                                         |          1 |         47 |          1 |          4 |         52 |
| packages\core\app\dashboard\tools                                                                                               |         16 |      4,648 |        145 |        217 |      5,010 |
| packages\core\app\dashboard\tools\marketplace                                                                                   |         13 |      4,336 |        143 |        182 |      4,661 |
| packages\core\app\dashboard\tools\marketplace (Files)                                                                           |          1 |          5 |          0 |          3 |          8 |
| packages\core\app\dashboard\tools\marketplace-scrape                                                                            |          3 |        312 |          2 |         35 |        349 |
| packages\core\app\dashboard\tools\marketplace\categories                                                                        |          2 |        621 |         35 |         28 |        684 |
| packages\core\app\dashboard\tools\marketplace\explorer                                                                          |          6 |      2,990 |        103 |        100 |      3,193 |
| packages\core\app\dashboard\tools\marketplace\explorer (Files)                                                                  |          2 |      1,453 |         37 |         49 |      1,539 |
| packages\core\app\dashboard\tools\marketplace\explorer\components                                                               |          4 |      1,537 |         66 |         51 |      1,654 |
| packages\core\app\dashboard\tools\marketplace\new                                                                               |          2 |        581 |          5 |         36 |        622 |
| packages\core\app\dashboard\tools\marketplace\requests                                                                          |          2 |        139 |          0 |         15 |        154 |
| packages\core\app\dashboard\userprofile                                                                                         |          4 |      1,847 |         13 |         46 |      1,906 |
| packages\core\app\dashboard\webhooks                                                                                            |          5 |      1,599 |         13 |        100 |      1,712 |
| packages\core\app\dashboard\webhooks (Files)                                                                                    |          1 |        134 |          2 |         12 |        148 |
| packages\core\app\dashboard\webhooks\components                                                                                 |          4 |      1,465 |         11 |         88 |      1,564 |
| packages\core\app\debug                                                                                                         |          2 |        204 |          4 |         13 |        221 |
| packages\core\app\debug\api-keys                                                                                                |          1 |         14 |          0 |          3 |         17 |
| packages\core\app\debug\client-test                                                                                             |          1 |        190 |          4 |         10 |        204 |
| packages\core\app\marketplace                                                                                                   |          4 |      1,275 |         43 |         75 |      1,393 |
| packages\core\app\marketplace (Files)                                                                                           |          2 |      1,025 |         39 |         42 |      1,106 |
| packages\core\app\marketplace\request                                                                                           |          2 |        250 |          4 |         33 |        287 |
| packages\core\app\oauth                                                                                                         |          2 |        150 |          1 |         11 |        162 |
| packages\core\app\oauth\authorize                                                                                               |          2 |        150 |          1 |         11 |        162 |
| packages\core\app\wearing                                                                                                       |          1 |         86 |          3 |          7 |         96 |
| packages\core\components                                                                                                        |         87 |      8,546 |        116 |        801 |      9,463 |
| packages\core\components (Files)                                                                                                |         18 |      2,051 |         59 |        144 |      2,254 |
| packages\core\components\blog                                                                                                   |          4 |        345 |          7 |         31 |        383 |
| packages\core\components\dashboard                                                                                              |          1 |        134 |          0 |          4 |        138 |
| packages\core\components\features                                                                                               |         10 |      1,023 |          5 |         54 |      1,082 |
| packages\core\components\features\auth                                                                                          |          5 |        759 |          2 |         31 |        792 |
| packages\core\components\features\common                                                                                        |          4 |        263 |          3 |         22 |        288 |
| packages\core\components\features\shell                                                                                         |          1 |          1 |          0 |          1 |          2 |
| packages\core\components\pickers                                                                                                |          5 |        705 |         36 |         56 |        797 |
| packages\core\components\ui                                                                                                     |         49 |      4,288 |          9 |        512 |      4,809 |
| packages\core\drizzle                                                                                                           |         48 |     48,557 |         66 |         27 |     48,650 |
| packages\core\drizzle (Files)                                                                                                   |         28 |        732 |         66 |         27 |        825 |
| packages\core\drizzle\meta                                                                                                      |         20 |     47,825 |          0 |          0 |     47,825 |
| packages\core\lib                                                                                                               |         24 |      1,494 |         67 |        153 |      1,714 |
| packages\core\lib (Files)                                                                                                       |         18 |      1,092 |         49 |        123 |      1,264 |
| packages\core\lib\auth                                                                                                          |          1 |         12 |          5 |          2 |         19 |
| packages\core\lib\email                                                                                                         |          3 |        178 |          0 |         10 |        188 |
| packages\core\lib\fertility                                                                                                     |          1 |        136 |          7 |         12 |        155 |
| packages\core\lib\hljs                                                                                                          |          1 |         76 |          6 |          6 |         88 |
| packages\core\public                                                                                                            |          3 |         28 |          0 |          2 |         30 |
| packages\core\public (Files)                                                                                                    |          1 |          8 |          0 |          1 |          9 |
| packages\core\public\favicon                                                                                                    |          2 |         20 |          0 |          1 |         21 |
| packages\core\public\favicon (Files)                                                                                            |          1 |          1 |          0 |          0 |          1 |
| packages\core\public\favicon\light                                                                                              |          1 |         19 |          0 |          1 |         20 |
| packages\core\schemas                                                                                                           |          7 |        846 |         55 |         93 |        994 |
| packages\core\types                                                                                                             |          3 |         32 |          0 |          4 |         36 |
| packages\scraper-cli                                                                                                            |          6 |        534 |          1 |         62 |        597 |
| packages\scraper-cli (Files)                                                                                                    |          2 |         47 |          0 |          2 |         49 |
| packages\scraper-cli\src                                                                                                        |          4 |        487 |          1 |         60 |        548 |
| packages\shared-data                                                                                                            |          3 |         27 |          0 |          3 |         30 |
| packages\shared-data (Files)                                                                                                    |          2 |         26 |          0 |          2 |         28 |
| packages\shared-data\src                                                                                                        |          1 |          1 |          0 |          1 |          2 |
+---------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                        | language           | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\.backups\home-page.tsx                                                                | TypeScript JSX     |        711 |         12 |         38 |        761 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\.backups\packages\core\app\globals.sanctum-vibes.backup.2025-09-04.css                | PostCSS            |        253 |          2 |         11 |        266 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\.backups\packages\core\app\page.sanctum-vibes.backup.2025-09-04.tsx                   | TypeScript JSX     |        711 |         12 |         38 |        761 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\.copilot_prev_pkg.json                                                                | JSON               |        221 |          0 |          0 |        221 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\.github\copilot-instructions.md                                                       | Markdown           |         88 |          0 |         16 |        104 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\.prettierrc                                                                           | JSON               |          4 |          0 |          1 |          5 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\API_KEYS.md                                                                           | Markdown           |        113 |          0 |         31 |        144 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\README.md                                                                             | Markdown           |         68 |          0 |         35 |        103 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\docs\SecondLife_RLV_Guide.md                                                          | Markdown           |        203 |          0 |         83 |        286 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\docs\performance-todo.md                                                              | Markdown           |         56 |          0 |         23 |         79 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\docs\sl-bodys.md                                                                      | Markdown           |         46 |          0 |          2 |         48 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\docs\sl-system-todo.md                                                                | Markdown           |        114 |          0 |         17 |        131 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\docs\sl_stores_to_scrape.md                                                           | Markdown           |         14 |          0 |          1 |         15 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\docs\sl_viewers.md                                                                    | Markdown           |         28 |          0 |          3 |         31 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\package.json                                                                          | JSON               |         18 |          0 |          1 |         19 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\README.md                                                               | Markdown           |          4 |          0 |          2 |          6 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\(auth)\forget-password\page.tsx                                     | TypeScript JSX     |        120 |          1 |          7 |        128 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\(auth)\reset-password\page.tsx                                      | TypeScript JSX     |         93 |          0 |          3 |         96 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\(auth)\sign-in\loading.tsx                                          | TypeScript JSX     |         16 |          0 |          1 |         17 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\(auth)\sign-in\page.tsx                                             | TypeScript JSX     |         53 |          1 |          4 |         58 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\(auth)\two-factor\otp\page.tsx                                      | TypeScript JSX     |        101 |          2 |          6 |        109 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\(auth)\two-factor\page.tsx                                          | TypeScript JSX     |         93 |          0 |          5 |         98 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\accept-invitation\[id]\invitation-error.tsx                         | TypeScript JSX     |         42 |          0 |          2 |         44 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\accept-invitation\[id]\page.tsx                                     | TypeScript JSX     |        173 |          0 |         10 |        183 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api-docs\page.tsx                                                   | TypeScript JSX     |        312 |          6 |         15 |        333 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\members\route.ts                                     | TypeScript         |         19 |          1 |          4 |         24 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\overrides\route.ts                                   | TypeScript         |         67 |          0 |         12 |         79 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\permissions\route.ts                                 | TypeScript         |         11 |          1 |          2 |         14 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\roles\[roleId]\members\route.ts                      | TypeScript         |         61 |          1 |         12 |         74 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\roles\[roleId]\permissions\route.ts                  | TypeScript         |         64 |          2 |         12 |         78 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\roles\[roleId]\route.ts                              | TypeScript         |         54 |          1 |         10 |         65 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\roles\route.ts                                       | TypeScript         |         34 |          0 |          7 |         41 |
| c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\admin\rbac\seed-org\route.ts                                    | TypeScript         |        216 |          5 |         11 |        232 |
